TRANSACTION,Transaction date,Account name,Transaction date,Original payee name from import,Transaction amount,Link to PAYEE record,Transaction memo
21119-3996-2021,03-13-2025,Business Platinum Card®,03-13-2025,CMED MYSS* O #XX7757SKOKIE IL XXXX1009,-348.00,P211195285,
21119-3996-2022,08-04-2024,Chase Freedom,08-04-2024,CNP WHISKY RIVER T2-D,-44.53,P211195285,
21119-3996-2023,03-06-2025,Chase Freedom,03-06-2025,COCO CAFE OF WESTCHEST,-2.99,P211195285,
21119-3996-2024,02-25-2025,Business Platinum Card®,02-25-2025,CODEIUM.COM MOUNTAIN VIEW CA XXXX1009,-16.33,P211195285,
21119-3996-2025,03-25-2025,Business Platinum Card®,03-25-2025,CODEIUM.COM MOUNTAIN VIEW CA XXXX1009,-16.33,P211195285,
21119-3996-2026,06-18-2025,Chase Freedom,06-18-2025,COFFEE PRO,-25.54,P211195285,
21119-3996-2027,06-18-2025,Chase Freedom,06-18-2025,COFFEE PRO,-4.90,P211195285,
21119-3996-2029,06-15-2023,Business Platinum Card®,06-15-2023,CONDE NAST WXXXXXX1671 NY XXXX1009,-5.00,P211195285,
21119-3996-2030,06-16-2024,Business Platinum Card®,06-16-2024,CONDE NAST WXXXXXX1671 NY XXXX1009,-29.99,P211195285,
21119-3996-2031,06-16-2025,Business Platinum Card®,06-16-2025,CONDE NAST WXXXXXX1671 NY XXXX1009,-29.99,P211195285,
21119-3996-2037,08-04-2024,Business Platinum Card®,08-04-2024,COORS PHARMACY GOLDSBORO NC XXXX9010,-12.97,P211195285,
21119-3996-2038,09-15-2025,Quicksilver,09-15-2025,CORA.COMPUTER - 1895,-15.00,P211195285,
21119-3996-2040,07-02-2023,Business Platinum Card®,07-02-2023,COUNTRY FRUIT STAND Goldsboro NC XXXX9010,-27.85,P211195285,
21119-3996-2060,08-01-2025,Chase Bonvoy,08-01-2025,"CPI*GREEN FIG, LLC",-4.75,P211195285,
21119-3996-2061,08-01-2025,Amazon Business Prime Card,08-01-2025,"CPI*GREEN FIG, LLC NEW YORK NY XXXX2003",-3.50,P211195285,
21119-3996-2062,08-01-2025,Blue Business Cash(TM),08-01-2025,"CPI*GREEN FIG, LLC NEW YORK NY XXXX3002",-3.50,P211195285,
21119-3996-2063,08-08-2024,Business Platinum Card®,08-08-2024,CR ADJ FOR FINANCE CHARGE XXXX1009,2.30,P211195285,
21119-3996-2064,03-23-2024,Blue Business Cash(TM),03-23-2024,CR ADJ FOR FINANCE CHARGE XXXX2004,127.19,P211195285,
21119-3996-2065,09-17-2023,Blue Business Cash(TM),09-17-2023,CR ADJ FOR LATE FEE XXXX2004,39.00,P211195285,
21119-3996-2068,03-15-2023,Business Platinum Card®,03-15-2023,CRAFT COFFEE TOPEKA KS XXXX1009,-39.96,P211195285,
21119-3996-2069,04-06-2023,Business Platinum Card®,04-06-2023,CRAFT COFFEE TOPEKA KS XXXX1009,-33.96,P211195285,
21119-3996-2070,05-13-2023,Business Platinum Card®,05-13-2023,CRAFT COFFEE TOPEKA KS XXXX1009,-39.96,P211195285,
21119-3996-2071,06-10-2023,Business Platinum Card®,06-10-2023,CRAFT COFFEE TOPEKA KS XXXX1009,-33.96,P211195285,
21119-3996-2072,07-12-2023,Business Platinum Card®,07-12-2023,CRAFT COFFEE TOPEKA KS XXXX1009,-39.96,P211195285,
21119-3996-2073,08-15-2023,Business Platinum Card®,08-15-2023,CRAFT COFFEE TOPEKA KS XXXX1009,-33.96,P211195285,
21119-3996-2074,09-09-2023,Business Platinum Card®,09-09-2023,CRAFT COFFEE TOPEKA KS XXXX1009,-39.96,P211195285,
21119-3996-2075,10-19-2023,Business Platinum Card®,10-19-2023,CRAFT COFFEE TOPEKA KS XXXX1009,-33.96,P211195285,
21119-3996-2076,11-08-2023,Business Platinum Card®,11-08-2023,CRAFT COFFEE TOPEKA KS XXXX1009,-39.96,P211195285,
21119-3996-2077,12-23-2023,Business Platinum Card®,12-23-2023,CRAFT COFFEE TOPEKA KS XXXX1009,-33.96,P211195285,
21119-3996-2078,01-06-2024,Business Platinum Card®,01-06-2024,CRAFT COFFEE TOPEKA KS XXXX1009,-39.96,P211195285,
21119-3996-2079,02-22-2024,Business Platinum Card®,02-22-2024,CRAFT COFFEE TOPEKA KS XXXX1009,-40.96,P211195285,
21119-3996-2080,02-27-2024,Business Platinum Card®,02-27-2024,CRAFT COFFEE TOPEKA KS XXXX1009,-38.96,P211195285,
21119-3996-2081,03-06-2024,Business Platinum Card®,03-06-2024,CRAFT COFFEE TOPEKA KS XXXX1009,-39.96,P211195285,
21119-3996-2082,03-22-2024,Business Platinum Card®,03-22-2024,CRAFT COFFEE TOPEKA KS XXXX1009,-40.96,P211195285,
21119-3996-2083,04-19-2024,Business Platinum Card®,04-19-2024,CRAFT COFFEE TOPEKA KS XXXX1009,-40.96,P211195285,
21119-3996-2084,05-02-2024,Business Platinum Card®,05-02-2024,CRAFT COFFEE TOPEKA KS XXXX1009,-38.96,P211195285,
21119-3996-2085,05-04-2024,Business Platinum Card®,05-04-2024,CRAFT COFFEE TOPEKA KS XXXX1009,-39.96,P211195285,
21119-3996-2086,05-17-2024,Business Platinum Card®,05-17-2024,CRAFT COFFEE TOPEKA KS XXXX1009,-40.96,P211195285,
21119-3996-2087,06-14-2024,Business Platinum Card®,06-14-2024,CRAFT COFFEE TOPEKA KS XXXX1009,-40.96,P211195285,
21119-3996-2088,07-03-2024,Business Platinum Card®,07-03-2024,CRAFT COFFEE TOPEKA KS XXXX1009,-39.96,P211195285,
21119-3996-2089,07-06-2024,Business Platinum Card®,07-06-2024,CRAFT COFFEE TOPEKA KS XXXX1009,-38.96,P211195285,
21119-3996-2090,07-12-2024,Business Platinum Card®,07-12-2024,CRAFT COFFEE TOPEKA KS XXXX1009,-40.96,P211195285,
21119-3996-2091,10-09-2024,Business Platinum Card®,10-09-2024,CRAFT COFFEE TOPEKA KS XXXX1009,-40.96,P211195285,
21119-3996-2092,11-06-2024,Business Platinum Card®,11-06-2024,CRAFT COFFEE TOPEKA KS XXXX1009,-40.96,P211195285,
21119-3996-2093,12-04-2024,Business Platinum Card®,12-04-2024,CRAFT COFFEE TOPEKA KS XXXX1009,-40.96,P211195285,
21119-3996-2094,01-01-2025,Business Platinum Card®,01-01-2025,CRAFT COFFEE TOPEKA KS XXXX1009,-40.96,P211195285,
21119-3996-2095,01-29-2025,Business Platinum Card®,01-29-2025,CRAFT COFFEE TOPEKA KS XXXX1009,-40.96,P211195285,
21119-3996-2096,02-26-2025,Business Platinum Card®,02-26-2025,CRAFT COFFEE TOPEKA KS XXXX1009,-40.96,P211195285,
21119-3996-2097,03-26-2025,Business Platinum Card®,03-26-2025,CRAFT COFFEE TOPEKA KS XXXX1009,-40.96,P211195285,
21119-3996-2098,06-17-2023,Business Platinum Card®,06-17-2023,CREATIVERICAXXXXXX7733 NY XXXX1009,-51.75,P211195285,
21119-3996-2099,06-18-2023,Business Platinum Card®,06-18-2023,CREATIVERICAXXXXXX7733 NY XXXX1009,-180.38,P211195285,
21119-3996-2102,04-16-2023,Chase Freedom,04-16-2023,CRESCENT DELI & GROCERY,-31.20,P211195284,
21119-3996-2103,04-01-2024,Business Platinum Card®,04-01-2024,CS ADDTL STORAGE AdoSAN JOSE CA XXXX1009,-10.88,P211195285,
21119-3996-2104,05-01-2024,Business Platinum Card®,05-01-2024,CS ADDTL STORAGE AdoSAN JOSE CA XXXX1009,-10.88,P211195284,
21119-3996-2105,06-01-2024,Business Platinum Card®,06-01-2024,CS ADDTL STORAGE AdoSAN JOSE CA XXXX1009,-10.88,P211195285,
21119-3996-2106,07-01-2024,Business Platinum Card®,07-01-2024,CS ADDTL STORAGE AdoSAN JOSE CA XXXX1009,-10.88,P211195284,
21119-3996-2107,08-01-2024,Business Platinum Card®,08-01-2024,CS ADDTL STORAGE AdoSAN JOSE CA XXXX1009,-10.88,P211195285,
21119-3996-2108,09-01-2024,Business Platinum Card®,09-01-2024,CS ADDTL STORAGE AdoSAN JOSE CA XXXX1009,-10.88,P211195284,
21119-3996-2109,10-01-2024,Business Platinum Card®,10-01-2024,CS ADDTL STORAGE AdoSAN JOSE CA XXXX1009,-10.88,P211195285,
21119-3996-2110,11-01-2024,Business Platinum Card®,11-01-2024,CS ADDTL STORAGE AdoSAN JOSE CA XXXX1009,-10.88,P211195280,
21119-3996-2111,12-01-2024,Business Platinum Card®,12-01-2024,CS ADDTL STORAGE AdoSAN JOSE CA XXXX1009,-10.88,P211195280,
21119-3996-2112,01-01-2025,Business Platinum Card®,01-01-2025,CS ADDTL STORAGE AdoSAN JOSE CA XXXX1009,-10.88,P211195280,
21119-3996-2113,02-01-2025,Business Platinum Card®,02-01-2025,CS ADDTL STORAGE AdoSAN JOSE CA XXXX1009,-10.88,P211195280,
21119-3996-2114,03-01-2025,Business Platinum Card®,03-01-2025,CS ADDTL STORAGE AdoSAN JOSE CA XXXX1009,-10.88,P211195280,
21119-3996-2115,04-01-2025,Business Platinum Card®,04-01-2025,CS ADDTL STORAGE AdoSAN JOSE CA XXXX1009,-10.88,P211195280,
21119-3996-2116,05-01-2025,Business Platinum Card®,05-01-2025,CS ADDTL STORAGE AdoSAN JOSE CA XXXX1009,-10.88,P211195280,
21119-3996-2117,06-01-2025,Business Platinum Card®,06-01-2025,CS ADDTL STORAGE AdoSAN JOSE CA XXXX1009,-10.88,P211195280,
21119-3996-2118,07-01-2025,Business Platinum Card®,07-01-2025,CS ADDTL STORAGE AdoSAN JOSE CA XXXX1009,-10.88,P211195280,
21119-3996-2119,08-01-2025,Business Platinum Card®,08-01-2025,CS ADDTL STORAGE AdoSAN JOSE CA XXXX1009,-10.88,P211195280,
21119-3996-2120,09-01-2025,Business Platinum Card®,09-01-2025,CS ADDTL STORAGE AdoSAN JOSE CA XXXX1009,-10.88,P211195284,
21119-3996-2121,10-01-2025,Business Platinum Card®,10-01-2025,CS ADDTL STORAGE AdoSAN JOSE CA XXXX1009,-10.88,P211195284,
21119-3996-2123,07-06-2025,Chase Freedom,07-06-2025,CTLP*Division of Servi,-1.85,P211195284,
21119-3996-2124,07-06-2025,Chase Freedom,07-06-2025,CTLP*Division of Servi,-2.50,P211195284,
21119-3996-2125,07-06-2025,Chase Freedom,07-06-2025,CTLP*Division of Servi,-2.60,P211195284,
21119-3996-2126,07-06-2025,Chase Freedom,07-06-2025,CTLP*Division of Servi,-2.50,P211195284,
21119-3996-2127,08-03-2025,Amazon Business Prime Card,08-03-2025,CTLP*FABER COE & GRESECAUCUS NJ XXXX2003,-8.00,P211195284,
21119-3996-2132,08-05-2025,Amazon Business Prime Card,08-05-2025,CURB SERVICE - TAXI LONG ISLAND CITY NY XXXX2003,-23.94,P211195280,
21119-3996-2133,01-16-2025,Business Platinum Card®,01-16-2025,"CURSOR, AI POWERED INEW YORK NY XXXX1009",-20.00,P211195280,
21119-3996-2134,02-16-2025,Business Platinum Card®,02-16-2025,"CURSOR, AI POWERED INEW YORK NY XXXX1009",-20.00,P211195280,
21119-3996-2135,03-17-2025,Business Platinum Card®,03-17-2025,"CURSOR, AI POWERED INEW YORK NY XXXX1009",-20.00,P211195280,
21119-3996-2136,04-19-2025,Business Platinum Card®,04-19-2025,"CURSOR, AI POWERED INEW YORK NY XXXX1009",-20.00,P211195280,
21119-3996-2137,05-16-2025,Business Platinum Card®,05-16-2025,"CURSOR, AI POWERED INEW YORK NY XXXX1009",-21.78,P211195280,
21119-3996-2138,06-16-2025,Business Platinum Card®,06-16-2025,"CURSOR, AI POWERED INEW YORK NY XXXX1009",-21.78,P211195280,
21119-3996-2139,07-16-2025,Business Platinum Card®,07-16-2025,"CURSOR, AI POWERED INEW YORK NY XXXX1009",-21.78,P211195280,
21119-3996-2140,08-16-2025,Business Platinum Card®,08-16-2025,"CURSOR, AI POWERED INEW YORK NY XXXX1009",-21.78,P211195284,
21119-3996-2141,09-16-2025,Business Platinum Card®,09-16-2025,"CURSOR, AI POWERED INEW YORK NY XXXX1009",-21.78,P211195284,
21119-3996-2142,10-16-2025,Business Platinum Card®,10-16-2025,"CURSOR, AI POWERED INEW YORK NY XXXX1009",-21.78,P211195284,
21119-3996-2143,03-06-2023,Business Platinum Card®,03-06-2023,CVS,-315.97,P211195284,
21119-3996-2144,03-13-2023,Chase Freedom,03-13-2023,CVS,-5.44,P211195284,
21119-3996-2145,03-16-2023,Business Platinum Card®,03-16-2023,CVS,-5.00,P211195284,
21119-3996-2146,03-28-2023,Business Platinum Card®,03-28-2023,CVS,-60.75,P211195284,
21119-3996-2147,04-13-2023,Chase Freedom,04-13-2023,CVS,-5.44,P211195284,
21119-3996-2148,04-15-2023,Business Platinum Card®,04-15-2023,CVS,-5.00,P211195284,
21119-3996-2149,04-25-2023,Business Platinum Card®,04-25-2023,CVS,-2.89,P211195284,
21119-3996-2150,05-14-2023,Chase Freedom,05-14-2023,CVS,-5.44,P211195284,
21119-3996-2151,05-16-2023,Business Platinum Card®,05-16-2023,CVS,-5.00,P211195284,
21119-3996-2152,06-02-2023,Amazon Business Prime Card,06-02-2023,CVS,-17.82,P211195284,
21119-3996-2153,06-13-2023,Chase Freedom,06-13-2023,CVS,-5.44,P211195284,
21119-3996-2154,06-15-2023,Business Platinum Card®,06-15-2023,CVS,-5.00,P211195284,
21119-3996-2155,07-14-2023,Chase Freedom,07-14-2023,CVS,-5.44,P211195284,
21119-3996-2156,07-15-2023,Business Platinum Card®,07-15-2023,CVS,-5.00,P211195284,
21119-3996-2157,08-13-2023,Chase Freedom,08-13-2023,CVS,-5.44,P211195284,
21119-3996-2158,08-15-2023,Business Platinum Card®,08-15-2023,CVS,-5.00,P211195284,
21119-3996-2159,09-13-2023,Chase Freedom,09-13-2023,CVS,-5.44,P211195284,
21119-3996-2160,09-15-2023,Business Platinum Card®,09-15-2023,CVS,-5.00,P211195284,
21119-3996-2161,10-13-2023,Chase Freedom,10-13-2023,CVS,-5.00,P211195284,
21119-3996-2162,10-16-2023,Business Platinum Card®,10-16-2023,CVS,-5.00,P211195284,
21119-3996-2163,11-13-2023,Chase Freedom,11-13-2023,CVS,-5.00,P211195284,
21119-3996-2164,11-15-2023,Business Platinum Card®,11-15-2023,CVS,-5.00,P211195284,
21119-3996-2165,12-13-2023,Chase Freedom,12-13-2023,CVS,-5.00,P211195284,
21119-3996-2166,12-16-2023,Business Platinum Card®,12-16-2023,CVS,-5.00,P211195284,
21119-3996-2167,01-25-2024,Chase Freedom,01-25-2024,CVS,-7.32,P211195284,
21119-3996-2168,04-18-2024,Chase Bonvoy - old,04-18-2024,CVS,-31.16,P211195284,
21119-3996-2169,07-05-2024,Chase Freedom,07-05-2024,CVS,-196.93,P211195284,
21119-3996-2170,07-16-2024,Chase Freedom,07-16-2024,CVS,-2.57,P211195280,
21119-3996-2171,01-27-2025,Business Platinum Card®,01-27-2025,CVS,-74.40,P211195280,
21119-3996-2172,06-08-2025,Business Platinum Card®,06-08-2025,CVS,-13.19,P211195280,
21119-3996-2173,07-17-2025,Business Platinum Card®,07-17-2025,CVS,-24.84,P211195280,
21119-3996-2174,08-16-2025,Business Platinum Card®,08-16-2025,CVSExtraCare -XXX-7287 RI XXXX1009,-5.44,P211195280,
21119-3996-2175,09-17-2025,Business Platinum Card®,09-17-2025,CVSExtraCare -XXX-7287 RI XXXX1009,-5.44,P211195280,
21119-3996-2176,10-16-2025,Business Platinum Card®,10-16-2025,CVSExtraCare -XXX-7287 RI XXXX1009,-5.44,P211195280,
21119-3996-2177,06-16-2025,Business Platinum Card®,06-16-2025,CVSExtraCare -XXX-7287 RI XXXX1017,-5.00,P211195280,
21119-3996-2178,07-15-2025,Business Platinum Card®,07-15-2025,CVSExtraCare -XXX-7287 RI XXXX1017,-5.00,P211195280,
21119-3996-2179,08-15-2025,Business Platinum Card®,08-15-2025,CVSExtraCare -XXX-7287 RI XXXX1017,-5.00,P211195280,
21119-3996-2180,09-15-2025,Business Platinum Card®,09-15-2025,CVSExtraCare -XXX-7287 RI XXXX1017,-5.00,P211195284,
21119-3996-2181,10-15-2025,Business Platinum Card®,10-15-2025,CVSExtraCare -XXX-7287 RI XXXX1017,-5.00,P211195284,
21119-3996-2182,01-16-2024,Business Platinum Card®,01-16-2024,CVSExtraCare -XXX-7287 RI XXXX9010,-5.00,P211195284,
21119-3996-2183,02-16-2024,Business Platinum Card®,02-16-2024,CVSExtraCare -XXX-7287 RI XXXX9010,-5.00,P211195284,
21119-3996-2184,03-15-2024,Business Platinum Card®,03-15-2024,CVSExtraCare -XXX-7287 RI XXXX9010,-5.00,P211195284,
21119-3996-2185,04-15-2024,Business Platinum Card®,04-15-2024,CVSExtraCare -XXX-7287 RI XXXX9010,-5.00,P211195284,
21119-3996-2186,05-15-2024,Business Platinum Card®,05-15-2024,CVSExtraCare -XXX-7287 RI XXXX9010,-5.00,P211195284,
21119-3996-2187,06-15-2024,Business Platinum Card®,06-15-2024,CVSExtraCare -XXX-7287 RI XXXX9010,-5.00,P211195284,
21119-3996-2188,07-16-2024,Business Platinum Card®,07-16-2024,CVSExtraCare -XXX-7287 RI XXXX9010,-5.00,P211195284,
21119-3996-2189,08-15-2024,Business Platinum Card®,08-15-2024,CVSExtraCare -XXX-7287 RI XXXX9010,-5.00,P211195284,
21119-3996-2190,09-16-2024,Business Platinum Card®,09-16-2024,CVSExtraCare -XXX-7287 RI XXXX9010,-5.00,P211195280,
21119-3996-2191,10-15-2024,Business Platinum Card®,10-15-2024,CVSExtraCare -XXX-7287 RI XXXX9010,-5.00,P211195281,
21119-3996-2192,11-15-2024,Business Platinum Card®,11-15-2024,CVSExtraCare -XXX-7287 RI XXXX9010,-5.00,P211195280,
21119-3996-2193,12-16-2024,Business Platinum Card®,12-16-2024,CVSExtraCare -XXX-7287 RI XXXX9010,-5.00,P211195281,
21119-3996-2194,01-15-2025,Business Platinum Card®,01-15-2025,CVSExtraCare -XXX-7287 RI XXXX9010,-5.00,P211195280,
21119-3996-2195,02-16-2025,Business Platinum Card®,02-16-2025,CVSExtraCare -XXX-7287 RI XXXX9010,-5.00,P211195281,
21119-3996-2196,03-15-2025,Business Platinum Card®,03-15-2025,CVSExtraCare -XXX-7287 RI XXXX9010,-5.00,P211195280,
21119-3996-2197,04-15-2025,Business Platinum Card®,04-15-2025,CVSExtraCare -XXX-7287 RI XXXX9010,-5.00,P211195281,
21119-3996-2198,05-15-2025,Business Platinum Card®,05-15-2025,CVSExtraCare -XXX-7287 RI XXXX9010,-5.00,P211195280,
21119-3996-2199,01-14-2024,Chase Freedom,01-14-2024,CVSExtraCare XXXXXX7287RI,-5.00,P211195281,
21119-3996-2200,02-14-2024,Chase Freedom,02-14-2024,CVSExtraCare XXXXXX7287RI,-5.44,P211195284,
21119-3996-2201,03-13-2024,Chase Freedom,03-13-2024,CVSExtraCare XXXXXX7287RI,-5.44,P211195284,
21119-3996-2202,04-14-2024,Chase Freedom,04-14-2024,CVSExtraCare XXXXXX7287RI,-5.44,P211195284,
21119-3996-2203,05-13-2024,Chase Freedom,05-13-2024,CVSExtraCare XXXXXX7287RI,-5.44,P211195284,
21119-3996-1785,08-26-2023,Business Platinum Card®,08-26-2023,"Calm.com, Inc.",-69.99,P211195285,
21119-3996-1786,04-29-2025,Personal,04-29-2025,Camelot Realty G RESIDENT WEB ID:,-5404.17,P211195285,
21119-3996-1787,06-06-2025,Personal,06-06-2025,Camelot Realty G RESIDENT WEB ID:,-2278.50,P211195285,
21119-3996-1788,07-08-2025,Personal,07-08-2025,Camelot Realty G RESIDENT WEB ID:,-1139.25,P211195285,
21119-3996-1789,08-07-2025,Personal,08-07-2025,Camelot Realty G RESIDENT WEB ID:,-1139.25,P211195285,
21119-3996-1790,10-07-2025,Personal,10-07-2025,Camelot Realty G RESIDENT WEB ID:,-1139.25,P211195285,
21119-3996-1791,01-11-2024,Business Platinum Card®,01-11-2024,Canyon Cafe,-214.00,P211195285,
21119-3996-1792,01-14-2024,Business Platinum Card®,01-14-2024,Canyon Cafe,-214.00,P211195285,
21119-3996-1793,07-30-2025,Blue Business Cash(TM),07-30-2025,Capital,-4.15,P211195285,
21119-3996-1794,07-30-2025,Blue Business Cash(TM),07-30-2025,Capital,-2.70,P211195285,
21119-3996-1795,10-01-2025,Personal,10-01-2025,Capital One,-35.00,P211195285,
21119-3996-1796,10-06-2025,Personal,10-06-2025,Capital One,-47.00,P211195285,
21119-3996-1824,07-25-2025,Amazon Business Prime Card,07-25-2025,Cash,-123.60,P211195280,
21119-3996-1870,09-08-2025,Chase Slate,09-08-2025,Century Theaters,-11.14,P211195284,
21119-3996-1872,02-25-2024,Chase Freedom,02-25-2024,Charlotte Cafe Inc,-9.55,P211195284,
21119-3996-1874,06-05-2024,Business Platinum Card®,06-05-2024,Chatgpt Subscriptionsan Francisco,5.42,P211195284,
21119-3996-1921,11-17-2023,Business Platinum Card®,11-17-2023,"Chelsea Eye Ophthalmology, Pllc",-40.00,P211195280,
21119-3996-1922,09-18-2024,Business Platinum Card®,09-18-2024,"Chelsea Eye Ophthalmology, Pllc",-150.00,P211195280,
21119-3996-1923,03-20-2025,Chase Freedom,03-20-2025,Chelsea Florists,-50.95,P211195280,
21119-3996-1930,04-29-2025,Chase Freedom,04-29-2025,Chelsea Square,-77.80,P211195284,
21119-3996-1933,07-03-2025,Business Platinum Card®,07-03-2025,Chestnut,-32.64,P211195284,
21119-3996-1934,10-14-2023,Blue Business Cash(TM),10-14-2023,Chick-Fil-A,-30.22,P211195284,
21119-3996-1935,10-06-2024,Business Platinum Card®,10-06-2024,Chick-Fil-A,-6.98,P211195284,
21119-3996-1936,03-23-2025,Chase Freedom,03-23-2025,Chick-Fil-A,-29.07,P211195284,
21119-3996-1937,01-29-2025,Blue Business Cash(TM),01-29-2025,Chili's,-60.00,P211195284,
21119-3996-1938,08-30-2023,Chase Freedom,08-30-2023,Chipotle,-35.73,P211195284,
21119-3996-1939,03-01-2024,Chase Freedom,03-01-2024,Chipotle,-22.97,P211195284,
21119-3996-1940,07-17-2024,Business Platinum Card®,07-17-2024,Chipotle,-17.31,P211195280,
21119-3996-1941,05-01-2025,Blue Business Cash(TM),05-01-2025,Chipotle,-18.02,P211195280,
21119-3996-1942,09-07-2025,Personal,09-07-2025,Citi Cards{Citi® Diamond Preferred® Card},0.00,P211195280,
21119-3996-1943,08-28-2025,Chase Bonvoy,08-28-2025,Citibik Rides,3.75,P211195280,
21119-3996-1945,03-06-2023,Business Platinum Card®,03-06-2023,"Citizens Icon Holdings, LLC",-68.00,P211195280,
21119-3996-1946,08-16-2025,Business Platinum Card®,08-16-2025,City Fresh,-14.89,P211195280,
21119-3996-1947,04-19-2025,Business Platinum Card®,04-19-2025,Citymd,-60.00,P211195280,
21119-3996-1996,06-04-2025,Business Platinum Card®,06-04-2025,Clear Clearme.com Clearme.com,-199.00,P211195284,
21119-3996-1997,07-10-2025,Business Platinum Card®,07-10-2025,Clear Clearme.com Clearme.com,-179.00,P211195284,
21119-3996-1998,07-11-2023,Business Platinum Card®,07-11-2023,Clear New York,179.00,P211195284,
21119-3996-1999,06-04-2024,Business Platinum Card®,06-04-2024,Clear New York,189.00,P211195284,
21119-3996-2000,06-04-2024,Business Platinum Card®,06-04-2024,Clear.,-189.00,P211195285,
21119-3996-2001,07-10-2024,Business Platinum Card®,07-10-2024,Clear.,-179.00,P211195285,
21119-3996-2003,04-02-2025,Business Platinum Card®,04-02-2025,Cloud,-0.05,P211195285,
21119-3996-2004,05-01-2025,Business Platinum Card®,05-01-2025,Cloud,-0.05,P211195285,
21119-3996-2005,06-01-2025,Business Platinum Card®,06-01-2025,Cloud,-0.15,P211195285,
21119-3996-2028,08-23-2023,Business Platinum Card®,08-23-2023,Cohen's Fashion Optical,-175.00,P211195285,
21119-3996-2032,01-12-2024,Personal,01-12-2024,Condor,-13671.04,P211195285,
21119-3996-2033,07-29-2024,Personal,07-29-2024,Condor,-3417.76,P211195285,
21119-3996-2034,08-09-2023,Business Platinum Card®,08-09-2023,Consumer Reports,-59.00,P211195285,
21119-3996-2035,08-09-2024,Business Platinum Card®,08-09-2024,Consumer Reports,-59.00,P211195285,
21119-3996-2036,08-09-2025,Business Platinum Card®,08-09-2025,Consumer Reports,-59.00,P211195285,
21119-3996-2039,06-20-2025,Chase Freedom,06-20-2025,Costco,-17.65,P211195285,
21119-3996-2041,02-21-2023,Chase business checking,02-21-2023,Coursera,-79.00,P211195285,
21119-3996-2042,03-20-2023,Chase business checking,03-20-2023,Coursera,-79.00,P211195285,
21119-3996-2043,04-19-2023,Chase business checking,04-19-2023,Coursera,-79.00,P211195285,
21119-3996-2044,05-19-2023,Chase business checking,05-19-2023,Coursera,-79.00,P211195285,
21119-3996-2045,06-20-2023,Chase business checking,06-20-2023,Coursera,-79.00,P211195285,
21119-3996-2046,07-20-2023,Chase business checking,07-20-2023,Coursera,-79.00,P211195285,
21119-3996-2047,08-21-2023,Chase business checking,08-21-2023,Coursera,-79.00,P211195285,
21119-3996-2048,09-19-2023,Chase business checking,09-19-2023,Coursera,-79.00,P211195285,
21119-3996-2049,10-19-2023,Chase business checking,10-19-2023,Coursera,-79.00,P211195285,
21119-3996-2050,11-20-2023,Chase business checking,11-20-2023,Coursera,-79.00,P211195285,
21119-3996-2051,12-19-2023,Chase business checking,12-19-2023,Coursera,-79.00,P211195285,
21119-3996-2052,01-19-2024,Chase business checking,01-19-2024,Coursera,-79.00,P211195285,
21119-3996-2053,02-20-2024,Chase business checking,02-20-2024,Coursera,-79.00,P211195285,
21119-3996-2054,03-19-2024,Chase business checking,03-19-2024,Coursera,-79.00,P211195285,
21119-3996-2055,04-19-2024,Chase business checking,04-19-2024,Coursera,-79.00,P211195285,
21119-3996-2056,08-12-2025,Blue Business Cash(TM),08-12-2025,Cpi Green Fig,3.50,P211195285,
21119-3996-2057,08-28-2025,Chase Bonvoy,08-28-2025,Cpi Green Fig,4.75,P211195285,
21119-3996-2058,08-12-2025,Blue Business Cash(TM),08-12-2025,Cpi Pps Capital,2.70,P211195285,
21119-3996-2059,08-12-2025,Blue Business Cash(TM),08-12-2025,Cpi Pps Capital,4.15,P211195285,
21119-3996-2066,09-18-2025,Quicksilver,09-18-2025,Cracker Barrel,-67.69,P211195285,
21119-3996-2067,04-23-2025,Business Platinum Card®,04-23-2025,Craft Coffee,-40.96,P211195285,
21119-3996-2100,08-11-2023,Business Platinum Card®,08-11-2023,Crescent Deli,-21.84,P211195284,
21119-3996-2101,02-11-2025,Business Platinum Card®,02-11-2025,Crescent Deli,-11.96,P211195285,
21119-3996-2122,08-12-2025,Blue Business Cash(TM),08-12-2025,Csc Serviceworks Ultplainview,2.20,P211195284,
21119-3996-2128,05-12-2025,Chase Freedom,05-12-2025,Curb,-13.50,P211195284,
21119-3996-2129,06-15-2025,Chase Freedom,06-15-2025,Curb,-12.55,P211195284,
21119-3996-2130,06-25-2025,Chase Freedom,06-25-2025,Curb,-22.95,P211195280,
21119-3996-2131,07-28-2025,Chase Freedom,07-28-2025,Curb,-18.90,P211195280,
21119-3996-2204,03-05-2023,Chase Freedom,03-05-2023,D'Agostino's,-39.60,P211195284,
21119-3996-2205,05-14-2023,Citi® Diamond Preferred® Card,05-14-2023,DASH-INSTYLE.COM NY,-9.87,P211195284,
21119-3996-2206,08-14-2025,Chase Slate,08-14-2025,DAVIS EYE CARE,-150.00,P211195284,
21119-3996-2207,07-16-2024,Blue Business Cash(TM),07-16-2024,DB ADJ CREDIT BAL REFUND XXXX2004,-556.13,P211195284,
21119-3996-2209,08-16-2023,Chase Freedom,08-16-2023,DDOT *MULTI METER,-4.60,P211195284,
21119-3996-2211,03-01-2024,Business Platinum Card®,03-01-2024,DEA REGISTRATION 000ARLINGTON VA XXXX1009,-888.00,P211195280,
